gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-pde6a|pde6a,22,8,10,24,30,48,18,0
gene-LOC109644675|LOC109644675,56,35,49,71,42,30,43,131
gene-LOC109644674|LOC109644674,120,116,105,41,124,103,116,142
gene-LOC109644678|LOC109644678,57,58,44,35,30,45,47,21
gene-LOC109644679|LOC109644679,56,51,47,54,47,56,57,53
gene-LOC109644680|LOC109644680,7,10,18,11,13,7,16,4
gene-LOC109644681|LOC109644681,154,144,205,196,151,126,160,261
gene-LOC109644683|LOC109644683,15,10,17,6,35,16,11,12
gene-LOC109644682|LOC109644682,21,23,35,89,34,27,19,66
gene-gpr182|gpr182,29,35,17,19,26,16,7,15
gene-LOC109644686|LOC109644686,34,24,34,13,27,17,32,25
gene-LOC109644687|LOC109644687,0,0,0,0,0,0,0,0
gene-LOC109644688|LOC109644688,0,0,0,0,8,0,0,0
gene-LOC109644689|LOC109644689,698,532,674,343,582,316,397,468
gene-LOC109644692|LOC109644692,49,26,75,0,58,33,26,51
gene-LOC109644694|LOC109644694,246,267,517,692,341,250,339,689
gene-LOC109644693|LOC109644693,185,84,151,175,185,81,160,442
gene-LOC109644695|LOC109644695,71,73,119,58,96,83,111,192
gene-gorab|gorab,261,209,445,168,314,262,253,685
gene-kdm5a|kdm5a,215,256,286,70,223,239,286,325
gene-LOC109644698|LOC109644698,18,45,6,12,33,26,12,3
gene-LOC109644699|LOC109644699,10,29,28,11,23,11,30,20
gene-LOC109644700|LOC109644700,259,265,361,281,259,273,241,351
gene-LOC109644701|LOC109644701,0,0,0,6,5,6,0,8
gene-LOC109644702|LOC109644702,516,471,1403,708,685,638,1162,2429
gene-LOC109644703|LOC109644703,363,430,506,319,391,313,301,235
gene-LOC109644706|LOC109644706,18,8,14,10,13,13,11,15
gene-LOC109644707|LOC109644707,1801,1867,1918,1025,1399,1947,1742,1544
gene-LOC109644709|LOC109644709,79,60,101,30,61,43,62,96
gene-LOC109644708|LOC109644708,212,169,181,95,219,199,246,220
gene-LOC109644710|LOC109644710,77,81,99,56,64,72,60,35
gene-LOC109644711|LOC109644711,20,19,17,8,28,23,26,18
gene-LOC109644712|LOC109644712,57,22,22,11,39,32,36,46
gene-LOC109644713|LOC109644713,0,0,5,0,0,0,0,0
gene-LOC109644714|LOC109644714,0,0,0,4,0,2,0,10
gene-LOC109644716|LOC109644716,12,0,12,4,10,15,12,30
gene-LOC109644719|LOC109644719,134,144,169,107,161,146,146,156
gene-LOC109644721|LOC109644721,62,36,39,89,35,56,34,59
gene-tbc1d15|tbc1d15,894,804,1651,1342,1076,1308,1888,3296
gene-LOC109644723|LOC109644723,0,0,6,4,0,12,14,10
gene-smg7|smg7,411,319,427,258,349,397,585,799
gene-cd36|cd36,0,0,0,0,0,0,0,0
gene-LOC109644726|LOC109644726,38,58,39,52,58,54,50,43
gene-LOC109644728|LOC109644728,313,306,598,310,380,246,332,598
gene-LOC109644730|LOC109644730,97,77,67,34,61,85,59,66
gene-LOC109644731|LOC109644731,66,45,62,23,59,79,65,62
gene-LOC109644732|LOC109644732,122,91,379,187,256,171,401,583
gene-LOC109644733|LOC109644733,25,36,28,24,26,21,33,26
gene-LOC109644734|LOC109644734,47,52,71,66,59,90,119,122
gene-mtm1|mtm1,171,158,164,128,113,109,117,122
gene-LOC109644737|LOC109644737,203,223,388,474,186,242,306,400
gene-tmem81|tmem81,0,0,0,17,0,0,0,0
gene-LOC109644739|LOC109644739,27,20,39,15,30,46,59,104
gene-LOC109644740|LOC109644740,0,0,0,0,0,0,0,0
gene-LOC109644741|LOC109644741,217,290,464,288,430,317,411,475
gene-LOC109644742|LOC109644742,100,90,82,45,109,82,81,93
gene-LOC109644743|LOC109644743,0,0,3,0,0,0,0,0
gene-LOC109644744|LOC109644744,229,196,233,160,245,215,221,253
gene-LOC109644746|LOC109644746,15,14,7,2,17,10,7,7
gene-LOC109644748|LOC109644748,104,87,53,48,111,87,74,102
gene-LOC109644747|LOC109644747,86,98,92,25,111,114,108,159
gene-LOC109644749|LOC109644749,10,0,17,8,0,0,17,9
gene-nit1|nit1,531,568,464,274,574,373,475,528
gene-LOC109644752|LOC109644752,0,0,5,5,0,0,0,0
gene-LOC109644753|LOC109644753,149,109,77,78,100,56,47,31
gene-LOC109644754|LOC109644754,3,0,0,0,0,0,0,0
gene-LOC109644756|LOC109644756,12,16,10,11,34,17,8,13
gene-LOC109644757|LOC109644757,744,627,828,443,708,653,754,1077
gene-LOC109644758|LOC109644758,1124,1183,964,617,775,861,1062,752
gene-LOC109644759|LOC109644759,9,8,0,15,7,0,7,3
gene-LOC109644760|LOC109644760,381,380,498,199,481,465,422,378
gene-LOC109644766|LOC109644766,247,3162,1453,351,4884,2552,7202,2709
gene-LOC109644765|LOC109644765,324,257,319,155,291,223,296,349
gene-LOC109644769|LOC109644769,124,133,188,82,150,174,235,306
gene-LOC109644767|LOC109644767,0,12,21,0,39,27,22,17
gene-LOC109644768|LOC109644768,115,43,91,97,130,119,138,105
gene-snx21|snx21,234,200,205,191,256,139,206,356
gene-LOC109644771|LOC109644771,14,6,20,14,4,9,7,6
gene-LOC109644772|LOC109644772,0,0,0,0,0,0,0,0
gene-LOC109644773|LOC109644773,67,71,73,55,61,38,86,126
gene-LOC109644776|LOC109644776,5,0,6,0,0,0,0,0
gene-LOC109644775|LOC109644775,19,23,62,83,28,25,20,13
gene-LOC109644774|LOC109644774,28,26,56,105,48,49,56,138
gene-xrcc3|xrcc3,14,14,16,70,19,11,12,24
gene-LOC109644777|LOC109644777,9,9,10,8,4,17,10,11
gene-LOC109644780|LOC109644780,3142,3335,3201,2701,2988,2254,2436,2318
gene-LOC109644781|LOC109644781,113,64,45,55,89,57,72,63
gene-casp7|casp7,91,103,141,137,140,56,123,200
gene-LOC109644784|LOC109644784,0,10,0,0,7,0,14,6
gene-LOC109644785|LOC109644785,9,7,7,0,17,8,0,0
gene-lss|lss,143,29,185,62,78,60,63,71
gene-LOC109644788|LOC109644788,3,0,14,7,0,7,10,2
gene-LOC109644789|LOC109644789,0,0,21,9,16,0,10,0
gene-LOC109644791|LOC109644791,29,32,20,27,22,35,23,22
gene-LOC109644796|LOC109644796,0,9,9,13,0,0,15,4
gene-LOC109644795|LOC109644795,0,0,2,0,0,0,0,0
gene-LOC109644792|LOC109644792,7,14,19,6,8,17,12,15
gene-vbp1|vbp1,2231,1538,1808,1803,2109,2125,2346,2831
gene-LOC109644793|LOC109644793,21,23,21,17,23,17,30,46
gene-LOC109644797|LOC109644797,210,161,237,157,194,169,222,231
gene-LOC109644798|LOC109644798,17,18,28,12,46,17,25,68
gene-aldh5a1|aldh5a1,2489,2565,3208,1877,1811,1747,2428,2728
gene-LOC109644801|LOC109644801,37,36,11,8,22,29,25,6
gene-daxx|daxx,203,94,173,100,140,157,163,205
gene-LOC109644807|LOC109644807,90,76,92,49,92,59,47,67
gene-LOC109644806|LOC109644806,615,804,860,523,772,565,475,1142
gene-LOC109644805|LOC109644805,2125,1989,6076,2164,4472,3627,5137,9508
gene-LOC109644810|LOC109644810,0,0,0,0,7,0,9,9
gene-LOC109644809|LOC109644809,1571,1668,1480,863,1544,1103,1113,1892
gene-LOC109644812|LOC109644812,40,36,46,16,38,35,46,41
gene-LOC109644813|LOC109644813,56,62,63,32,58,67,94,123
gene-polr3f|polr3f,25,26,88,38,49,46,88,169
gene-LOC109644816|LOC109644816,75,65,82,34,78,57,75,80
gene-LOC109644817|LOC109644817,4,9,3,6,15,0,0,0
gene-LOC109644819|LOC109644819,1333,1144,1138,2125,906,807,1118,1561
gene-tmem107|tmem107,34,42,40,28,19,24,24,35
gene-krtcap2|krtcap2,1278,1056,2464,1589,1944,1653,2131,4944
gene-rif1|rif1,125,110,98,60,137,109,106,129
gene-LOC109644827|LOC109644827,81,101,85,55,53,85,78,64
gene-rnf123|rnf123,94,82,96,92,95,69,87,114
gene-kdm6a|kdm6a,343,355,322,179,267,387,373,302
gene-LOC109644832|LOC109644832,105,96,207,50,141,82,101,168
gene-LOC109644833|LOC109644833,51,42,69,24,49,41,46,56
gene-LOC109644835|LOC109644835,0,8,18,6,0,13,49,0
gene-LOC109644834|LOC109644834,40,78,38,45,46,30,30,28
gene-LOC109644838|LOC109644838,305,234,638,391,239,324,391,469
gene-LOC109644839|LOC109644839,36,9,35,68,80,6,11,90
gene-kremen1|kremen1,281,406,571,145,558,287,462,501
gene-LOC109644841|LOC109644841,26,32,34,32,24,9,37,39
gene-pole3|pole3,112,138,184,188,222,99,112,155
gene-rpl12|rpl12,40369,32744,37287,41472,32889,33026,37798,36823
gene-LOC109644842|LOC109644842,305,227,199,184,312,293,262,200
gene-LOC109644843|LOC109644843,7,0,9,11,6,7,9,12
gene-LOC109644844|LOC109644844,0,2,0,0,5,0,0,0
gene-ncoa1|ncoa1,34,26,33,80,20,27,37,57
gene-LOC109644847|LOC109644847,210,188,429,206,315,238,265,533
gene-tmub1|tmub1,346,248,404,322,250,249,271,387
gene-LOC109644848|LOC109644848,73,124,96,216,54,98,58,117
gene-LOC109644850|LOC109644850,1058,775,1778,2216,1881,1093,1370,2278
gene-LOC109644852|LOC109644852,799,629,598,240,805,571,531,526
gene-LOC109644851|LOC109644851,189,162,247,263,217,135,201,345
gene-LOC109644860|LOC109644860,14,5,18,12,6,11,12,30
gene-LOC109644861|LOC109644861,117,92,170,63,101,174,168,155
gene-LOC109644862|LOC109644862,0,0,0,0,0,0,0,0
gene-nqo1|nqo1,9,0,5,0,0,0,0,4
gene-LOC109644865|LOC109644865,76,40,96,141,35,57,60,148
gene-LOC109644864|LOC109644864,33,18,15,0,25,24,15,5
gene-LOC109644866|LOC109644866,96,96,102,57,77,97,144,65
gene-aldh16a1|aldh16a1,1693,1549,1699,1190,1797,1607,1773,2360
gene-LOC109644869|LOC109644869,301,419,401,4083,187,227,193,131
gene-LOC109644868|LOC109644868,23029,18181,17537,18025,15896,12568,11529,13527
gene-LOC109644870|LOC109644870,567,662,846,282,701,790,781,1083
gene-LOC109644871|LOC109644871,2,0,3,0,0,0,0,2
gene-LOC109644875|LOC109644875,19,27,24,116,16,14,12,18
gene-LOC109644877|LOC109644877,670,496,822,601,673,449,578,672
gene-LOC109644876|LOC109644876,491,490,859,392,618,440,444,626
gene-LOC109644879|LOC109644879,0,0,0,6,0,0,0,0
gene-LOC109644881|LOC109644881,0,0,0,0,0,0,1,0
gene-slc30a5|slc30a5,646,600,1123,420,750,550,741,1774
gene-LOC109644880|LOC109644880,37,48,44,51,31,35,25,28
gene-LOC109644885|LOC109644885,82,94,74,32,68,85,97,69
gene-LOC109644888|LOC109644888,9,0,5,2,0,0,0,6
gene-LOC109644886|LOC109644886,557,553,1284,390,549,393,512,837
gene-LOC109644891|LOC109644891,11,15,9,0,11,8,14,11
gene-LOC109644892|LOC109644892,13,9,7,12,6,9,5,10
gene-mea1|mea1,263,155,303,195,236,200,338,655
gene-lrrc73|lrrc73,7,15,19,0,4,7,9,28
gene-dlk2|dlk2,0,0,0,0,3,0,4,6
gene-rpia|rpia,1018,820,1055,1251,685,887,701,1079
gene-LOC109644897|LOC109644897,0,0,0,0,0,3,0,0
gene-polr2d|polr2d,24,19,28,46,41,25,24,41
gene-rnls|rnls,276,239,435,274,351,328,461,1030
gene-LOC109644901|LOC109644901,603,534,628,554,473,389,460,652
gene-LOC109644899|LOC109644899,1261,1462,1964,1232,1260,1535,1403,2116
gene-LOC109644902|LOC109644902,0,0,0,0,0,0,0,0
gene-LOC109644905|LOC109644905,0,0,0,0,0,0,0,0
gene-trip6|trip6,421,336,310,216,351,387,391,494
gene-LOC109644906|LOC109644906,394,322,414,301,454,278,353,416
gene-LOC109644890|LOC109644890,70739,71888,55491,76572,66585,70755,77012,56130
gene-dok2|dok2,271,121,159,151,179,140,271,233
gene-ech1|ech1,956,683,764,562,785,580,463,433
gene-LOC109644908|LOC109644908,859,471,714,489,832,342,292,332
gene-LOC109644909|LOC109644909,383,297,590,378,475,279,301,645
gene-LOC109644910|LOC109644910,17,4,15,8,13,6,14,14
gene-kiaa1429|kiaa1429,200,193,224,68,199,211,204,241
gene-fhdc1|fhdc1,10,4,6,4,4,3,5,0
gene-LOC109644914|LOC109644914,17,16,7,15,10,12,5,12
gene-LOC109644915|LOC109644915,0,0,0,0,0,0,4,0
gene-LOC109644917|LOC109644917,10,8,9,8,11,5,6,0
gene-LOC109644916|LOC109644916,407,347,231,135,520,172,122,115
gene-LOC109644920|LOC109644920,35,21,54,31,30,36,46,56
gene-LOC109644921|LOC109644921,422,317,393,163,298,313,403,581
gene-tor2a|tor2a,205,172,234,143,269,202,182,430
gene-LOC109644924|LOC109644924,0,0,0,0,0,0,0,0
gene-LOC109644923|LOC109644923,649,452,316,348,389,337,454,223
gene-LOC109644925|LOC109644925,356,301,408,198,387,282,440,730
gene-LOC109644926|LOC109644926,441,409,383,197,303,312,353,427
gene-LOC109644927|LOC109644927,8,0,148,46,32,0,27,39
gene-LOC109644931|LOC109644931,0,0,5,0,0,0,0,0
gene-znf622|znf622,783,627,847,718,755,687,599,1129
gene-LOC109644935|LOC109644935,41,7,6,37,7,17,25,27
gene-LOC109644936|LOC109644936,251,286,1306,521,448,448,1033,5327
gene-LOC109644937|LOC109644937,248,166,196,96,205,141,205,96
gene-LOC109644938|LOC109644938,198,121,105,83,137,160,146,152
gene-LOC109644939|LOC109644939,125,117,128,137,83,96,71,93
gene-LOC109644941|LOC109644941,14229,10594,11443,11101,11565,12416,13679,14134
gene-LOC109644942|LOC109644942,13,25,16,11,21,16,19,22
gene-LOC109644940|LOC109644940,4873,3953,5497,5502,4271,3698,4458,5107
gene-LOC109644944|LOC109644944,1734,1456,1599,1175,1632,1506,1471,1492
gene-LOC109644943|LOC109644943,8,5,24,6,16,12,15,10
gene-LOC109644946|LOC109644946,72,70,99,43,80,67,92,91
gene-LOC109644945|LOC109644945,46,52,147,80,110,49,75,203
gene-LOC109644949|LOC109644949,5,5,11,19,10,9,8,8
gene-LOC109644952|LOC109644952,142,123,182,67,185,128,155,200
gene-sema4d|sema4d,149,159,74,60,104,117,97,46
gene-LOC109644956|LOC109644956,124,68,47,47,104,69,87,86
gene-LOC109644957|LOC109644957,419,415,464,374,391,619,778,441
gene-LOC109644960|LOC109644960,5,22,5,2,10,7,13,7
gene-zbtb25|zbtb25,10,27,13,6,17,39,10,29
gene-LOC109644958|LOC109644958,6217,5477,5026,5398,5596,5289,5018,4645
gene-LOC109644962|LOC109644962,31,24,47,49,28,26,57,57
gene-aspa|aspa,158,139,152,131,120,69,45,110
gene-rnf152|rnf152,66,53,52,27,78,76,65,38
gene-LOC109644967|LOC109644967,100,67,49,32,80,55,60,64
gene-LOC109644968|LOC109644968,206,149,221,109,207,155,259,485
gene-LOC109644961|LOC109644961,10,4,0,8,0,0,0,43
gene-LOC109644963|LOC109644963,22114,17223,21811,17519,20494,22679,26579,24635
gene-LOC109644971|LOC109644971,31,43,102,18,94,32,67,90
gene-LOC109644972|LOC109644972,753,798,670,669,807,514,453,742
gene-ankrd22|ankrd22,0,34,17,25,22,63,56,153
gene-LOC109644974|LOC109644974,906,983,1524,1153,934,1135,1050,1794
gene-stambpl1|stambpl1,18,30,109,27,27,34,64,118
gene-LOC109644979|LOC109644979,23,20,19,9,29,15,29,14
gene-LOC109644982|LOC109644982,284,252,438,277,314,238,263,331
gene-LOC109644984|LOC109644984,23,19,28,14,30,15,14,0
gene-LOC109644985|LOC109644985,91,44,47,54,111,65,84,62
gene-pex7|pex7,52,43,52,23,37,37,45,73
gene-exoc3l4|exoc3l4,240,222,95,110,95,163,196,135
gene-LOC109644989|LOC109644989,43,19,24,11,11,28,19,22
gene-nop10|nop10,637,526,631,423,648,386,328,486
gene-LOC109644993|LOC109644993,3,0,0,0,0,4,5,0
gene-lpcat4|lpcat4,37,43,74,66,34,58,53,104
gene-LOC109644995|LOC109644995,15,18,44,15,7,23,37,35
gene-arfgef3|arfgef3,52,44,119,28,50,78,180,518
gene-fam69c|fam69c,38,15,49,43,44,41,43,72
gene-LOC109645001|LOC109645001,0,0,0,0,0,0,0,0
gene-LOC109645002|LOC109645002,22,33,8,9,0,0,0,0
gene-LOC109645007|LOC109645007,5,8,20,7,13,18,15,0
gene-LOC109645004|LOC109645004,0,0,0,0,0,0,0,0
gene-exoc7|exoc7,521,381,562,329,511,499,604,651
gene-LOC109645008|LOC109645008,93,93,79,59,70,78,45,72
gene-LOC109645009|LOC109645009,218,192,212,262,163,213,479,753
gene-LOC109645011|LOC109645011,39,58,28,127,30,15,30,27
gene-LOC109645018|LOC109645018,28,23,80,89,11,22,22,28
gene-cd59|cd59,9,14,16,9,5,9,5,27
gene-LOC109645016|LOC109645016,45,42,61,11,20,43,80,67
gene-LOC109645013|LOC109645013,2977,2434,2873,2476,2380,2278,2765,3170
gene-LOC109645021|LOC109645021,71,41,75,60,54,58,69,122
gene-LOC109645020|LOC109645020,2122,2745,2316,1733,1994,2127,2029,1226
gene-LOC109645022|LOC109645022,962,774,779,357,952,842,926,616
gene-LOC109645026|LOC109645026,7,10,6,0,9,7,12,7
gene-LOC109645024|LOC109645024,1419,1162,1141,763,1236,1213,1100,947
gene-kat8|kat8,560,443,497,436,510,407,428,753
gene-rnf25|rnf25,834,598,577,477,578,599,547,553
gene-LOC109645028|LOC109645028,682,549,1213,935,793,707,1045,1866
gene-LOC109645029|LOC109645029,139,82,99,107,80,96,99,201
gene-LOC109645030|LOC109645030,0,0,3,0,0,0,0,0
gene-LOC109645031|LOC109645031,59,51,76,52,123,93,43,31
gene-LOC109645032|LOC109645032,23,18,25,28,34,27,15,14
gene-LOC109645034|LOC109645034,311,400,688,238,558,424,481,703
gene-polr3h|polr3h,171,169,366,224,189,142,209,313
gene-alg8|alg8,328,366,403,324,324,378,372,626
gene-gmeb1|gmeb1,47,37,51,26,51,53,45,48
gene-LOC109645039|LOC109645039,60,73,107,1087,91,85,70,114
gene-blcap|blcap,621,416,740,148,624,468,517,749
gene-LOC109645042|LOC109645042,193,95,126,107,70,219,116,91
gene-asah2|asah2,533,528,602,484,367,482,702,541
gene-LOC109645046|LOC109645046,12,9,6,6,10,6,8,9
gene-LOC109645048|LOC109645048,22,26,28,15,15,40,26,26
gene-LOC109645051|LOC109645051,3,7,6,0,0,2,3,0
gene-LOC109645050|LOC109645050,319,260,234,58,348,286,240,380
gene-LOC109645052|LOC109645052,42,42,45,31,44,51,27,39
gene-LOC109645054|LOC109645054,15,18,42,10,11,37,35,40
gene-LOC109645057|LOC109645057,191,151,195,73,225,197,221,224
gene-LOC109645058|LOC109645058,27,0,131,10,8,53,89,14
gene-LOC109645040|LOC109645040,44902,37889,43244,43622,37779,37210,44206,47526
gene-LOC109645060|LOC109645060,0,0,0,0,0,10,0,2
gene-LOC109645059|LOC109645059,764,566,993,535,840,905,1011,1289
gene-LOC109645061|LOC109645061,190,208,357,190,245,140,156,336
gene-LOC109645062|LOC109645062,17,16,28,19,18,14,21,31
gene-ptrhd1|ptrhd1,426,303,411,356,327,275,363,477
gene-LOC109645064|LOC109645064,12,16,8,7,6,12,5,0
gene-cep120|cep120,50,60,83,38,43,46,39,102
gene-LOC109645067|LOC109645067,77,43,58,39,65,70,73,93
gene-LOC109645070|LOC109645070,14,36,14,107,17,14,13,0
gene-LOC109645071|LOC109645071,21,57,18,134,38,0,37,0
gene-LOC109645072|LOC109645072,402,325,393,179,358,303,329,344
gene-LOC109645073|LOC109645073,4,2,0,15,0,0,2,0
gene-LOC109645069|LOC109645069,17805,14257,19528,18566,21327,21456,19717,30049
gene-LOC109645068|LOC109645068,107,90,63,215,106,145,173,457
gene-LOC109645074|LOC109645074,1068,931,1734,1443,1223,860,983,1596
gene-LOC109645075|LOC109645075,12,3,0,3,7,8,4,0
gene-LOC109645077|LOC109645077,0,0,6,0,0,0,13,0
gene-LOC109645076|LOC109645076,0,3,10,2,0,0,8,7
gene-LOC109645079|LOC109645079,433,352,710,375,734,317,287,280
gene-LOC109645078|LOC109645078,83,111,325,67,126,95,233,505
gene-LOC109645080|LOC109645080,285,210,154,135,167,245,212,137
gene-fam96a|fam96a,212,221,250,208,269,203,254,410
gene-LOC109645083|LOC109645083,424,341,428,290,339,360,336,382
gene-LOC109645085|LOC109645085,204,187,190,168,179,245,198,222
gene-LOC109645088|LOC109645088,22,11,17,10,5,20,19,7
gene-LOC109645089|LOC109645089,46,46,32,15,28,35,52,45
gene-LOC109645090|LOC109645090,8,0,18,0,11,7,7,16
gene-LOC109645091|LOC109645091,336,225,387,238,323,369,585,821
gene-LOC109645092|LOC109645092,406,460,578,247,517,443,505,571
gene-LOC109645093|LOC109645093,11,8,13,12,6,7,8,4
gene-taf1b|taf1b,373,269,523,243,342,395,612,1178
gene-LOC109645095|LOC109645095,562,511,733,394,569,379,330,554
gene-cad|cad,827,869,1228,1156,1164,965,850,1359
gene-LOC109645102|LOC109645102,34,24,25,20,23,21,26,23
gene-LOC109645105|LOC109645105,47,50,65,50,40,59,75,85
gene-LOC109645106|LOC109645106,140,132,92,105,95,71,71,51
gene-plekho1|plekho1,47,32,81,31,76,38,39,140
gene-anp32e|anp32e,169,108,241,177,154,114,154,188
gene-LOC109645110|LOC109645110,64,44,68,76,26,47,49,80
gene-LOC109645111|LOC109645111,40,27,37,57,19,38,25,24
gene-tm2d1|tm2d1,199,271,375,191,232,212,247,393
gene-dis3l|dis3l,102,91,148,110,144,84,116,181
gene-tipin|tipin,19,17,49,16,57,38,72,91
gene-LOC109645120|LOC109645120,0,0,0,0,0,0,0,0
gene-LOC109645117|LOC109645117,671,958,1159,1319,1151,969,1177,1367
gene-LOC109645122|LOC109645122,5,0,0,0,0,0,0,0
gene-letm2|letm2,871,518,702,843,737,558,596,800
gene-LOC109645123|LOC109645123,2,2,6,18,5,0,2,6
gene-LOC109645124|LOC109645124,41,28,28,12,31,36,37,48
gene-LOC109645127|LOC109645127,7,11,21,21,6,16,12,24
gene-LOC109645126|LOC109645126,678,718,1004,811,17,251,391,52
gene-LOC109645125|LOC109645125,730,598,541,250,504,495,574,564
gene-slco2b1|slco2b1,416,427,460,249,332,497,585,541
gene-LOC109645130|LOC109645130,139,197,161,139,127,140,219,335
gene-dap3|dap3,240,169,263,217,258,160,174,291
gene-LOC109645131|LOC109645131,10710,10473,10344,8451,11045,10914,9599,7814
gene-serpinf1|serpinf1,32,26,48,99,17,28,43,169
gene-LOC109645135|LOC109645135,25,49,125,22,64,36,79,88
gene-corin|corin,28,37,43,63,9,19,11,52
gene-LOC109645136|LOC109645136,1667,1845,2650,1471,1827,1350,1542,1387
gene-LOC109645138|LOC109645138,53,63,47,42,18,23,18,5
gene-LOC109645139|LOC109645139,371,309,490,90,326,430,508,609
gene-thap1|thap1,119,70,153,70,90,68,62,148
gene-LOC109645142|LOC109645142,67,67,102,34,76,96,52,67
gene-LOC109645143|LOC109645143,59,76,76,81,58,144,128,41
gene-LOC109645145|LOC109645145,4,0,18,2,8,8,12,12
gene-LOC109645146|LOC109645146,15,5,25,7,16,21,27,32
gene-LOC109645148|LOC109645148,7,0,0,0,0,4,0,0
gene-LOC109645149|LOC109645149,219,212,408,382,209,185,240,452
gene-LOC109645150|LOC109645150,65,88,115,47,65,87,65,77
gene-LOC109645151|LOC109645151,0,0,17,5,0,6,10,10
gene-tanc2|tanc2,70,65,35,36,64,70,69,52
gene-zbtb1|zbtb1,503,423,483,353,436,375,401,384
gene-LOC109645155|LOC109645155,3,0,0,0,0,0,0,0
gene-LOC109645156|LOC109645156,197,220,274,108,208,152,202,194
gene-bbof1|bbof1,5,0,0,3,0,0,9,8
gene-LOC109645157|LOC109645157,2540,2500,2190,2173,1635,2129,3415,3698
gene-gstz1|gstz1,1545,987,801,750,719,621,603,809
gene-LOC109645161|LOC109645161,665,537,690,391,547,473,448,651
gene-LOC109645160|LOC109645160,1597,1483,1370,1060,1693,1277,1274,1384
gene-LOC109645163|LOC109645163,116,102,132,80,85,78,89,142
gene-LOC109645162|LOC109645162,76,91,78,52,61,139,117,94
gene-LOC109645165|LOC109645165,4,10,8,0,5,8,2,13
gene-LOC109645164|LOC109645164,22,30,17,0,8,13,12,16
gene-LOC109645166|LOC109645166,8,12,8,6,12,15,16,13
gene-LOC109645167|LOC109645167,151,101,282,129,203,115,156,174
gene-ctc1|ctc1,166,117,142,71,154,123,151,187
gene-LOC109645170|LOC109645170,117,132,163,86,98,164,221,225
gene-LOC109645172|LOC109645172,162,152,144,135,175,94,97,187
gene-LOC109645173|LOC109645173,12,12,23,23,22,17,22,24
gene-LOC109645174|LOC109645174,293,278,512,250,255,303,361,388
gene-LOC109645175|LOC109645175,224,218,245,222,233,240,314,358
gene-LOC109645176|LOC109645176,765,680,902,710,717,785,902,1285
gene-LOC109645177|LOC109645177,724,416,431,308,537,468,804,1144
gene-LOC109645180|LOC109645180,467,389,544,497,420,395,442,588
gene-LOC109645178|LOC109645178,93,73,114,79,92,78,61,88
gene-LOC109645181|LOC109645181,18,25,52,13,47,17,41,15
gene-LOC109645184|LOC109645184,8,20,11,16,7,8,9,6
gene-LOC109645185|LOC109645185,92,81,86,34,120,84,76,136
gene-cep131|cep131,181,146,140,96,123,132,134,211
gene-LOC109645188|LOC109645188,7,2,5,0,0,7,6,0
gene-LOC109645189|LOC109645189,8,24,26,8,9,23,16,21
gene-LOC109645192|LOC109645192,18,33,41,23,33,29,68,60
gene-LOC109645193|LOC109645193,75,39,30,39,51,43,34,33
gene-LOC109645194|LOC109645194,27,45,44,9,25,28,35,46
gene-LOC109645195|LOC109645195,53,35,100,45,68,45,74,99
gene-LOC109645198|LOC109645198,211,177,214,102,188,197,182,188
gene-LOC109645199|LOC109645199,538,396,825,821,560,389,327,376
gene-nol12|nol12,617,494,425,431,403,370,226,181
gene-LOC109645203|LOC109645203,18,35,147,25,62,9,179,41
gene-LOC109645202|LOC109645202,129,142,128,77,136,156,169,143
gene-ncaph2|ncaph2,35,44,25,12,36,31,26,18
gene-meig1|meig1,13,0,7,14,3,11,23,46
gene-tmem243|tmem243,925,1021,926,972,818,771,857,970
gene-LOC109645205|LOC109645205,54,43,31,33,58,38,28,23
gene-acp6|acp6,22,0,44,5,33,19,20,29
gene-clasrp|clasrp,700,633,491,203,530,649,611,384
gene-LOC109645208|LOC109645208,125,116,121,60,131,133,96,84
gene-LOC109645212|LOC109645212,24,18,46,34,31,60,96,86
gene-LOC109645211|LOC109645211,54,41,76,35,41,44,45,64
gene-LOC109645213|LOC109645213,0,0,0,0,0,0,0,0
gene-LOC109645214|LOC109645214,271,349,512,375,323,463,504,625
gene-LOC109645215|LOC109645215,31,30,37,17,35,18,28,46
gene-LOC109645220|LOC109645220,12,6,0,0,5,11,0,0
gene-LOC109645216|LOC109645216,2951,3410,3637,2570,3502,4165,2927,2470
gene-LOC109645221|LOC109645221,182,171,162,51,198,205,160,98
gene-LOC109645222|LOC109645222,54,83,210,81,102,83,86,95
gene-LOC109645227|LOC109645227,20,20,20,21,8,24,29,51
gene-LOC109645229|LOC109645229,243,242,298,286,287,233,365,481
gene-LOC109645228|LOC109645228,80,59,149,197,91,62,93,187
gene-ptn|ptn,0,0,0,0,8,0,0,4
gene-LOC109645232|LOC109645232,359,301,318,157,331,339,312,417
gene-cfap77|cfap77,0,0,4,0,0,0,0,0
gene-qsox2|qsox2,583,604,725,969,628,594,718,650
gene-LOC109645235|LOC109645235,25,40,35,41,49,30,43,89
gene-pi16|pi16,18,23,25,28,26,23,19,8
gene-LOC109645240|LOC109645240,0,7,0,0,0,0,7,14
gene-LOC109645242|LOC109645242,75,74,102,57,79,63,66,73
gene-LOC109645243|LOC109645243,156,167,226,132,168,136,143,209
