gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-syce2|syce2,0,0,0,0,0
gene-cunh16orf45|cunh16orf45,0,0,40,0,5
gene-LOC109627483|LOC109627483,0,0,0,0,0
gene-LOC109627328|LOC109627328,0,0,0,0,0
gene-LOC109627477|LOC109627477,0,0,0,0,0
gene-LOC109627505|LOC109627505,0,0,0,0,0
gene-fgf8|fgf8,0,0,0,0,0
gene-LOC109627504|LOC109627504,0,0,0,0,0
gene-LOC109627240|LOC109627240,0,0,0,0,0
gene-lbx1|lbx1,0,0,0,0,0
gene-LOC109627503|LOC109627503,0,0,0,0,0
gene-LOC109627546|LOC109627546,0,0,0,7,0
gene-LOC109627716|LOC109627716,0,0,0,0,0
gene-LOC109627335|LOC109627335,0,0,0,0,0
gene-LOC109627336|LOC109627336,0,0,0,0,0
gene-LOC109627263|LOC109627263,0,0,0,0,0
gene-tekt4|tekt4,0,0,9,0,0
gene-LOC109627280|LOC109627280,0,0,0,0,0
gene-LOC109627479|LOC109627479,0,0,0,0,0
gene-LOC109627440|LOC109627440,0,0,0,0,0
gene-LOC109627337|LOC109627337,0,0,0,0,0
gene-LOC109627434|LOC109627434,0,0,11,10,0
gene-LOC109627341|LOC109627341,0,0,0,0,0
gene-LOC109627563|LOC109627563,0,0,0,4,0
gene-LOC109627431|LOC109627431,0,0,0,0,0
gene-LOC109627342|LOC109627342,0,0,0,0,0
gene-LOC109627343|LOC109627343,0,0,0,0,0
gene-LOC109627746|LOC109627746,0,0,0,0,0
gene-LOC109627270|LOC109627270,0,0,0,0,0
gene-LOC109627297|LOC109627297,0,0,0,0,7
gene-LOC109627478|LOC109627478,0,0,0,0,0
gene-micu3|micu3,0,7,0,0,0
gene-LOC109627261|LOC109627261,0,0,0,0,0
gene-LOC109627234|LOC109627234,0,0,76,0,24
gene-LOC109627265|LOC109627265,0,0,0,0,0
gene-LOC109627660|LOC109627660,0,0,3,0,0
gene-LOC109627725|LOC109627725,0,0,7,4,0
gene-LOC109627347|LOC109627347,0,0,0,0,0
gene-LOC109627472|LOC109627472,0,0,0,0,0
gene-LOC109627348|LOC109627348,0,0,0,0,0
gene-LOC109627349|LOC109627349,0,0,0,0,0
gene-LOC109627498|LOC109627498,0,0,0,0,0
gene-LOC109627441|LOC109627441,0,0,0,0,0
gene-LOC109627253|LOC109627253,0,0,0,0,0
gene-LOC109627257|LOC109627257,0,0,0,0,0
gene-LOC109627462|LOC109627462,0,0,0,0,0
gene-LOC109627417|LOC109627417,0,0,0,0,0
gene-cacng1|cacng1,0,0,0,8,0
gene-cacng4|cacng4,0,0,0,0,0
gene-cacng5|cacng5,0,0,0,0,0
gene-trnar-ccg-2|trnar-ccg,0,0,0,0,0
gene-trnar-ccu-5|trnar-ccu,0,0,0,0,0
gene-LOC109627460|LOC109627460,0,8,0,0,0
gene-LOC109627473|LOC109627473,0,0,0,0,0
gene-LOC109627501|LOC109627501,0,0,0,0,0
gene-LOC109627502|LOC109627502,0,0,0,0,0
gene-pld6|pld6,0,0,5,0,0
gene-LOC109627684|LOC109627684,0,0,0,0,8
gene-LOC109627404|LOC109627404,0,0,0,0,0
gene-LOC109627447|LOC109627447,0,0,0,0,0
gene-LOC109627266|LOC109627266,0,0,0,0,0
gene-LOC109627245|LOC109627245,0,0,0,0,0
gene-LOC109627458|LOC109627458,0,0,0,0,0
gene-LOC109627457|LOC109627457,0,0,0,0,0
gene-LOC109627849|LOC109627849,0,0,0,0,0
gene-LOC109627829|LOC109627829,0,0,0,0,0
gene-LOC109627851|LOC109627851,0,3,0,0,0
gene-rrh|rrh,0,0,0,0,0
gene-gabrg1|gabrg1,0,0,0,0,0
gene-gabra2|gabra2,0,0,0,0,0
gene-LOC109628002|LOC109628002,0,0,0,0,0
gene-LOC109627980|LOC109627980,0,0,11,10,0
gene-LOC109627983|LOC109627983,0,0,5,0,0
gene-syt14|syt14,0,0,0,0,0
gene-LOC109627858|LOC109627858,0,0,0,0,0
gene-LOC109627859|LOC109627859,0,0,0,0,0
gene-tpo|tpo,0,0,0,0,0
gene-LOC109628008|LOC109628008,0,0,0,0,0
gene-trnae-uuc-2|trnae-uuc,0,0,0,0,0
gene-insm2|insm2,0,0,0,3,3
gene-sobp|sobp,0,0,0,0,0
gene-cunh2orf50|cunh2orf50,0,0,0,0,0
gene-spdya|spdya,0,0,0,0,0
gene-cunh2orf71|cunh2orf71,0,0,0,0,0
gene-LOC109628019|LOC109628019,0,0,0,0,0
gene-LOC109627982|LOC109627982,0,2,0,0,0
gene-trnai-aau-2|trnai-aau,0,0,0,0,0
gene-LOC109627984|LOC109627984,0,0,0,0,0
gene-LOC109627876|LOC109627876,0,0,0,0,0
gene-LOC109628001|LOC109628001,0,0,0,0,0
gene-LOC109627996|LOC109627996,0,3,0,0,0
gene-kif6|kif6,0,0,0,0,0
gene-LOC109628096|LOC109628096,0,6,28,5,7
gene-myt1l|myt1l,0,0,0,0,0
gene-LOC109628026|LOC109628026,0,0,0,0,0
gene-LOC109627949|LOC109627949,0,0,0,0,0
gene-LOC109627847|LOC109627847,0,0,0,0,0
gene-LOC109628052|LOC109628052,0,0,14,0,0
gene-nkx2-4|nkx2-4,0,0,0,0,0
gene-nkx2-2|nkx2-2,0,0,0,0,0
gene-pax1|pax1,0,0,0,0,0
gene-dlgap2|dlgap2,0,0,0,0,0
gene-LOC109627962|LOC109627962,0,0,0,0,0
gene-LOC109627890|LOC109627890,0,0,0,0,0
gene-ankrd63|ankrd63,0,0,0,2,0
gene-pak6|pak6,0,0,0,0,0
gene-bub1b|bub1b,0,17,23,3,12
gene-LOC109627979|LOC109627979,0,3,5,0,3
gene-slc10a1|slc10a1,0,0,21,3,19
gene-LOC109627925|LOC109627925,0,0,0,0,0
gene-gpx2|gpx2,0,0,0,0,0
gene-LOC109627965|LOC109627965,0,0,0,0,0
gene-exd1|exd1,0,0,10,0,0
gene-vsx2|vsx2,0,0,0,0,0
gene-lrrc74a|lrrc74a,0,0,0,0,0
gene-LOC109627903|LOC109627903,0,0,0,0,0
gene-LOC109627904|LOC109627904,0,0,0,0,0
gene-LOC109627967|LOC109627967,0,0,0,0,0
gene-tmem63c|tmem63c,0,0,0,5,0
gene-zdhhc22|zdhhc22,0,0,0,0,0
gene-slc35f4|slc35f4,0,0,0,0,0
gene-LOC109628017|LOC109628017,0,0,0,0,0
gene-LOC109627809|LOC109627809,0,0,0,0,0
gene-tmem179|tmem179,0,0,0,32,0
gene-LOC109628016|LOC109628016,0,0,0,0,0
gene-LOC109627937|LOC109627937,0,0,0,0,0
gene-fam181a|fam181a,0,0,0,0,0
gene-prima1|prima1,0,0,0,0,0
gene-hspa4l|hspa4l,0,0,12,72,12
gene-LOC109627912|LOC109627912,0,0,0,0,0
gene-six6|six6,0,0,0,19,0
gene-LOC109627916|LOC109627916,0,0,3,0,0
gene-LOC109627918|LOC109627918,0,0,0,0,0
gene-LOC109627981|LOC109627981,0,0,0,0,0
gene-cga|cga,0,0,0,0,0
gene-LOC109628000|LOC109628000,0,0,0,0,0
gene-tonsl|tonsl,0,0,0,0,0
gene-LOC109628173|LOC109628173,0,0,0,0,0
gene-LOC109628029|LOC109628029,0,0,0,0,0
gene-LOC109628028|LOC109628028,0,0,0,0,0
gene-LOC109627957|LOC109627957,0,0,0,0,0
gene-LOC109628027|LOC109628027,0,0,0,0,0
gene-dio3|dio3,0,0,3,0,0
gene-dlk1|dlk1,0,0,0,0,0
gene-begain|begain,0,0,0,0,0
gene-dcdc2b|dcdc2b,0,0,0,0,0
gene-grhl3|grhl3,0,0,0,0,0
gene-LOC109627775|LOC109627775,0,0,0,0,0
gene-trnp1|trnp1,0,0,0,0,0
gene-LOC109627786|LOC109627786,0,0,0,0,0
gene-LOC109628503|LOC109628503,0,0,0,0,0
gene-LOC109628521|LOC109628521,0,0,0,0,0
gene-pitx1|pitx1,0,0,0,0,3
gene-LOC109628509|LOC109628509,0,0,0,0,0
gene-LOC109628533|LOC109628533,0,0,0,0,0
gene-trnal-caa-5|trnal-caa,0,0,0,0,0
gene-ppm1e|ppm1e,0,0,0,0,0
gene-cunh11orf87|cunh11orf87,0,0,0,0,0
gene-LOC109628380|LOC109628380,0,0,0,0,0
gene-trnay-gua-2|trnay-gua,0,0,0,0,0
gene-LOC109628793|LOC109628793,0,0,0,12,0
gene-LOC109628381|LOC109628381,0,0,0,0,0
gene-LOC109628382|LOC109628382,0,0,0,0,3
gene-LOC109628486|LOC109628486,0,0,0,0,0
gene-LOC109628483|LOC109628483,0,0,0,0,10
gene-LOC109628331|LOC109628331,0,0,0,0,0
gene-LOC109628534|LOC109628534,0,0,0,0,0
gene-LOC109628746|LOC109628746,0,0,0,0,0
gene-LOC109628531|LOC109628531,0,0,0,0,0
gene-gabrr3|gabrr3,0,0,12,0,0
gene-LOC109628388|LOC109628388,0,0,0,0,0
gene-LOC109628525|LOC109628525,0,0,0,0,0
gene-LOC109628511|LOC109628511,0,0,0,0,0
gene-LOC109628519|LOC109628519,0,0,0,0,0
gene-LOC109628514|LOC109628514,0,0,0,0,0
gene-gsx1|gsx1,0,0,0,0,0
gene-dcx|dcx,0,0,5,0,5
gene-abcg4|abcg4,0,0,0,0,0
gene-LOC109628316|LOC109628316,0,0,0,0,0
gene-LOC109628392|LOC109628392,0,0,0,0,3
gene-LOC109628365|LOC109628365,0,0,0,0,0
gene-LOC109628437|LOC109628437,0,0,28,113,38
gene-LOC109628480|LOC109628480,0,0,0,7,0
gene-LOC109628395|LOC109628395,0,0,0,20,0
gene-LOC109628573|LOC109628573,0,0,0,0,0
gene-LOC109628396|LOC109628396,0,0,0,0,0
gene-LOC109628831|LOC109628831,0,0,0,0,0
gene-LOC109628508|LOC109628508,0,0,0,0,0
gene-LOC109628399|LOC109628399,0,0,0,0,0
gene-LOC109628400|LOC109628400,0,0,0,0,0
gene-LOC109628401|LOC109628401,0,0,0,0,0
gene-LOC109628402|LOC109628402,0,0,3,0,0
gene-LOC109628367|LOC109628367,0,0,0,0,0
gene-LOC109628405|LOC109628405,0,0,3,3,0
gene-LOC109628368|LOC109628368,0,0,0,0,0
gene-LOC109628476|LOC109628476,0,0,0,0,0
gene-LOC109628530|LOC109628530,0,0,0,0,0
gene-cnga2|cnga2,0,0,0,0,0
gene-LOC109628305|LOC109628305,0,0,0,10,0
gene-LOC109628577|LOC109628577,0,0,0,0,0
gene-LOC109628355|LOC109628355,0,0,0,0,0
gene-LOC109628520|LOC109628520,0,0,0,0,0
gene-LOC109628338|LOC109628338,0,0,0,0,0
gene-LOC109628447|LOC109628447,0,0,0,0,0
gene-LOC109628407|LOC109628407,0,0,0,0,0
gene-LOC109628289|LOC109628289,0,0,0,0,0
gene-LOC109628475|LOC109628475,0,0,0,0,0
gene-LOC109628408|LOC109628408,0,0,0,0,0
gene-LOC109628506|LOC109628506,0,2,0,0,0
gene-LOC109628457|LOC109628457,0,0,0,0,5
gene-LOC109628470|LOC109628470,0,0,0,0,0
gene-LOC109628522|LOC109628522,0,0,0,0,0
gene-LOC109628287|LOC109628287,0,0,0,0,0
gene-cnih2|cnih2,0,0,0,0,0
gene-LOC109628518|LOC109628518,0,0,0,0,0
gene-LOC109628478|LOC109628478,0,5,0,0,10
gene-LOC109628413|LOC109628413,0,0,0,0,0
gene-LOC109628366|LOC109628366,0,0,3,3,0
gene-LOC109628524|LOC109628524,0,0,0,0,0
gene-LOC109628500|LOC109628500,0,0,0,0,0
gene-umodl1|umodl1,0,0,4,6,3
gene-LOC109628420|LOC109628420,0,0,0,0,0
gene-LOC109628369|LOC109628369,0,0,0,0,0
gene-LOC109628371|LOC109628371,0,0,0,0,0
gene-LOC109628839|LOC109628839,0,3,0,0,0
gene-LOC109628507|LOC109628507,0,0,0,0,0
gene-LOC109628329|LOC109628329,0,0,8,0,13
gene-LOC109628345|LOC109628345,0,0,0,11,14
gene-LOC109628422|LOC109628422,0,0,0,0,0
gene-LOC109628472|LOC109628472,0,0,0,0,0
gene-LOC109628489|LOC109628489,0,0,0,0,0
gene-cfap58|cfap58,0,0,0,0,0
gene-fez1|fez1,0,0,0,0,0
gene-LOC109628274|LOC109628274,0,5,0,0,8
gene-LOC109628523|LOC109628523,0,0,0,0,0
gene-LOC109628426|LOC109628426,0,0,0,0,0
gene-LOC109629078|LOC109629078,0,0,0,0,0
gene-LOC109628900|LOC109628900,0,0,0,0,0
gene-il10|il10,0,0,0,0,0
gene-LOC109629079|LOC109629079,0,0,0,2,0
gene-LOC109629307|LOC109629307,0,0,0,0,0
gene-slc6a14|slc6a14,0,0,0,0,0
gene-chia|chia,0,0,0,0,0
gene-LOC109629277|LOC109629277,0,0,0,0,0
gene-LOC109629093|LOC109629093,0,0,0,0,0
gene-LOC109629127|LOC109629127,0,2,0,0,0
gene-nab2|nab2,0,0,0,8,0
gene-avil|avil,0,0,0,0,0
gene-LOC109629064|LOC109629064,0,0,0,0,0
gene-LOC109628869|LOC109628869,0,0,0,0,0
gene-prph|prph,0,0,0,0,0
gene-LOC109629084|LOC109629084,0,0,0,0,0
gene-LOC109629076|LOC109629076,0,0,0,0,0
gene-LOC109629074|LOC109629074,0,0,614,17,65
gene-LOC109628959|LOC109628959,0,0,0,5,0
gene-LOC109629095|LOC109629095,0,0,0,0,0
gene-LOC109629163|LOC109629163,0,41,12,63,14
gene-LOC109629075|LOC109629075,0,0,3,5,0
gene-LOC109628939|LOC109628939,0,0,0,0,0
gene-LOC109628938|LOC109628938,0,0,0,0,0
gene-gpr84|gpr84,0,0,62,16,14
gene-LOC109629109|LOC109629109,0,0,0,0,0
gene-LOC109628967|LOC109628967,0,0,3,0,0
gene-tatdn2|tatdn2,0,0,0,13,0
gene-ghrl|ghrl,0,0,0,0,0
gene-LOC109629085|LOC109629085,0,0,0,0,0
gene-trnaf-gaa-3|trnaf-gaa,0,0,0,0,0
gene-LOC109628950|LOC109628950,0,0,0,0,0
gene-LOC109628934|LOC109628934,0,0,0,9,0
gene-LOC109628941|LOC109628941,0,0,0,0,0
gene-cav3|cav3,0,0,0,0,0
gene-oxtr|oxtr,0,0,0,0,0
gene-LOC109629077|LOC109629077,0,0,72,0,6
gene-LOC109629091|LOC109629091,0,0,0,0,0
gene-LOC109629100|LOC109629100,0,0,0,0,0
gene-LOC109628945|LOC109628945,0,3,8,0,0
gene-LOC109628972|LOC109628972,0,0,3,0,2
gene-LOC109629055|LOC109629055,0,0,0,0,0
gene-LOC109629094|LOC109629094,0,0,0,0,0
gene-LOC109629037|LOC109629037,0,0,0,0,3
gene-trnaq-uug|trnaq-uug,0,0,0,0,0
gene-LOC109628915|LOC109628915,0,0,0,0,0
gene-LOC109629292|LOC109629292,0,0,0,0,0
gene-msx1|msx1,0,3,0,10,0
gene-LOC109629026|LOC109629026,0,0,0,0,0
gene-LOC109628917|LOC109628917,0,0,0,0,0
gene-tmem233|tmem233,0,0,0,0,0
gene-LOC109629098|LOC109629098,0,0,0,0,0
gene-LOC109628892|LOC109628892,0,0,0,0,0
gene-celf4|celf4,0,0,0,0,0
gene-pcsk1|pcsk1,0,0,0,0,0
gene-gnrh2|gnrh2,0,0,0,0,0
gene-drd5|drd5,0,0,0,0,0
gene-synpr|synpr,0,0,0,0,0
gene-LOC109629105|LOC109629105,0,0,0,0,0
gene-LOC109628951|LOC109628951,0,0,0,0,0
gene-trnaf-gaa-4|trnaf-gaa,0,0,0,0,0
gene-LOC109629108|LOC109629108,0,0,0,0,0
gene-trnaf-gaa-5|trnaf-gaa,0,0,0,0,0
gene-trnaf-gaa-6|trnaf-gaa,0,0,0,0,0
gene-LOC109629063|LOC109629063,0,0,0,0,0
gene-LOC109628880|LOC109628880,0,2,0,0,0
gene-LOC109629115|LOC109629115,0,13,23,75,20
gene-LOC109628987|LOC109628987,0,0,0,0,0
gene-LOC109629023|LOC109629023,0,0,0,6,0
gene-LOC109629112|LOC109629112,0,0,0,0,0
gene-LOC109629165|LOC109629165,0,0,0,0,0
gene-LOC109629133|LOC109629133,0,0,0,0,0
gene-LOC109628988|LOC109628988,0,0,0,0,0
gene-LOC109629258|LOC109629258,0,0,0,0,0
gene-LOC109629323|LOC109629323,0,0,0,0,0
gene-camkv|camkv,0,4,0,0,0
gene-trnae-cuc-9|trnae-cuc,0,0,0,0,0
gene-LOC109629020|LOC109629020,0,0,0,0,0
gene-LOC109629062|LOC109629062,0,0,0,0,0
gene-LOC109628949|LOC109628949,0,0,0,0,0
gene-LOC109629102|LOC109629102,0,0,0,0,0
gene-LOC109628896|LOC109628896,0,0,0,0,0
gene-LOC109629046|LOC109629046,0,0,0,0,65
gene-LOC109629101|LOC109629101,0,0,0,0,0
gene-LOC109628953|LOC109628953,0,0,0,3,0
gene-LOC109629117|LOC109629117,0,0,0,0,0
gene-klhdc8a|klhdc8a,0,0,0,0,0
gene-LOC109629088|LOC109629088,0,0,0,0,0
gene-LOC109629106|LOC109629106,0,0,0,0,0
gene-epha8|epha8,0,0,0,0,0
gene-cldn19|cldn19,0,0,0,0,0
gene-LOC109629036|LOC109629036,0,0,0,0,0
gene-barx1|barx1,0,0,0,0,0
gene-LOC109629003|LOC109629003,0,0,0,4,0
gene-LOC109629004|LOC109629004,0,0,0,0,0
gene-trnav-uac-3|trnav-uac,0,0,0,0,0
gene-styxl1|styxl1,0,0,0,0,0
gene-LOC109629599|LOC109629599,0,0,0,0,0
gene-trnas-aga-2|trnas-aga,0,0,0,0,0
gene-trnaa-ugc-2|trnaa-ugc,0,0,0,0,0
gene-trnaa-ugc-3|trnaa-ugc,0,0,0,0,0
gene-trnas-aga-3|trnas-aga,0,0,0,0,0
gene-trnas-aga-4|trnas-aga,0,0,0,0,0
gene-trnas-aga-5|trnas-aga,0,0,0,0,0
gene-trnag-ucc-2|trnag-ucc,0,0,0,0,0
gene-trnag-ucc-3|trnag-ucc,0,0,0,0,0
gene-trnag-ucc-4|trnag-ucc,0,0,0,0,0
gene-trnag-ucc-5|trnag-ucc,0,0,0,0,0
gene-trnas-cga-3|trnas-cga,0,0,0,0,0
gene-mkx|mkx,0,0,0,0,0
gene-trnaw-cca-14|trnaw-cca,0,0,0,0,0
gene-trnaw-cca-15|trnaw-cca,0,0,0,0,0
gene-trnaw-cca-16|trnaw-cca,0,0,0,0,0
gene-gjd4|gjd4,0,0,0,11,0
gene-LOC109629521|LOC109629521,0,0,0,0,0
gene-LOC109629641|LOC109629641,0,0,0,0,0
gene-LOC109629587|LOC109629587,0,0,0,0,0
gene-trnac-gca-2|trnac-gca,0,0,0,0,0
gene-LOC109629528|LOC109629528,0,0,5,0,5
gene-LOC109629688|LOC109629688,0,0,0,0,0
gene-LOC109629493|LOC109629493,0,0,6,0,0
gene-LOC109629529|LOC109629529,0,0,0,0,0
gene-LOC109629530|LOC109629530,0,0,0,0,0
gene-tfap2a|tfap2a,0,0,0,0,0
gene-amer2|amer2,0,5,0,0,0
gene-LOC109629466|LOC109629466,0,0,0,0,0
gene-LOC109629458|LOC109629458,0,0,0,0,0
gene-LOC109629459|LOC109629459,0,0,2,0,0
gene-LOC109629464|LOC109629464,0,0,0,20,0
gene-LOC109629630|LOC109629630,0,0,0,0,0
gene-LOC109629632|LOC109629632,0,0,0,0,0
gene-LOC109629500|LOC109629500,0,0,0,0,0
gene-trnat-agu-3|trnat-agu,0,0,0,0,0
gene-LOC109629593|LOC109629593,0,0,0,0,0
gene-neto1|neto1,0,0,0,0,0
gene-cbln2|cbln2,0,0,0,0,0
gene-trpa1|trpa1,0,0,0,0,0
gene-msc|msc,0,0,0,3,0
gene-eya1|eya1,0,0,0,0,0
gene-prdm14|prdm14,0,0,0,0,0
gene-ppp1r42|ppp1r42,0,0,0,0,0
gene-mybl1|mybl1,0,5,3,12,0
gene-LOC109629631|LOC109629631,0,0,0,0,0
gene-trnaa-agc|trnaa-agc,0,0,0,0,0
gene-trnay-gua-3|trnay-gua,0,0,0,0,0
gene-LOC109629478|LOC109629478,0,0,0,0,0
gene-bhlhe22|bhlhe22,0,0,0,0,0
gene-LOC109629612|LOC109629612,0,0,0,0,0
gene-drd3|drd3,0,2,0,0,0
gene-LOC109629547|LOC109629547,0,0,0,0,0
gene-LOC109629635|LOC109629635,0,0,0,0,0
gene-LOC109629636|LOC109629636,0,0,0,0,0
gene-LOC109629548|LOC109629548,0,0,0,0,0
gene-vipr1|vipr1,0,0,0,0,0
gene-LOC109629549|LOC109629549,0,0,5,4,0
gene-dlec1|dlec1,0,0,5,0,0
gene-LOC109629789|LOC109629789,0,0,5,0,0
gene-LOC109629787|LOC109629787,0,0,0,0,0
gene-slc35g2|slc35g2,0,0,10,21,0
gene-zic1|zic1,0,0,0,0,0
gene-LOC109629579|LOC109629579,0,0,8,8,5
gene-LOC109629556|LOC109629556,0,0,0,0,0
gene-LOC109629883|LOC109629883,0,3,0,0,0
gene-shh|shh,0,0,0,0,0
gene-en2|en2,0,0,0,0,0
gene-LOC109629644|LOC109629644,0,0,0,0,0
gene-htr5a|htr5a,0,0,0,0,0
gene-LOC109629637|LOC109629637,0,0,0,0,0
gene-LOC109629649|LOC109629649,0,0,0,0,0
gene-LOC109629592|LOC109629592,0,0,0,0,0
gene-slc39a12|slc39a12,0,0,0,0,0
gene-clul1|clul1,0,0,0,0,0
gene-LOC109629627|LOC109629627,0,0,0,0,0
gene-LOC109629622|LOC109629622,0,0,0,0,0
gene-rp1|rp1,0,0,0,0,0
gene-LOC109629687|LOC109629687,0,0,89,0,21
gene-trnav-uac-4|trnav-uac,0,0,0,0,0
gene-LOC109629898|LOC109629898,0,0,0,0,0
gene-cdh7|cdh7,0,0,0,0,0
gene-LOC109630193|LOC109630193,0,0,0,0,0
gene-trnaq-cug-4|trnaq-cug,0,0,0,0,0
gene-LOC109630168|LOC109630168,0,0,0,0,0
gene-LOC109630026|LOC109630026,0,0,0,0,0
gene-LOC109630190|LOC109630190,0,0,0,0,0
gene-wbscr17|wbscr17,0,0,0,0,0
gene-LOC109630140|LOC109630140,0,0,0,3,3
gene-caln1|caln1,0,0,0,10,6
gene-LOC109630102|LOC109630102,0,0,0,0,0
gene-LOC109629961|LOC109629961,0,0,0,0,10
gene-LOC109629990|LOC109629990,0,0,0,8,0
gene-LOC109630149|LOC109630149,0,0,0,0,0
gene-LOC109630013|LOC109630013,0,0,0,0,0
gene-LOC109629966|LOC109629966,0,0,0,9,0
gene-LOC109629967|LOC109629967,0,0,3,0,0
gene-LOC109630119|LOC109630119,0,0,0,0,0
gene-trnak-uuu-2|trnak-uuu,0,0,0,0,0
gene-LOC109630128|LOC109630128,0,0,0,4,0
gene-LOC109630031|LOC109630031,0,0,0,0,0
gene-fam181b|fam181b,0,5,3,3,7
gene-LOC109630179|LOC109630179,0,0,3,0,0
gene-trpc6|trpc6,0,0,0,0,0
gene-pgr|pgr,0,0,8,5,0
gene-cntn5|cntn5,0,0,0,0,0
gene-LOC109630191|LOC109630191,0,0,0,0,0
gene-LOC109630173|LOC109630173,0,0,0,0,0
gene-LOC109630174|LOC109630174,0,0,0,0,0
gene-LOC109630186|LOC109630186,0,0,13,19,5
gene-LOC109630281|LOC109630281,0,0,0,0,0
gene-LOC109630185|LOC109630185,0,0,0,0,0
gene-LOC109630152|LOC109630152,0,0,0,0,0
gene-LOC109630039|LOC109630039,0,0,0,0,0
gene-LOC109630041|LOC109630041,0,0,0,0,0
gene-LOC109630042|LOC109630042,0,0,0,0,0
gene-LOC109630043|LOC109630043,0,0,0,0,0
gene-LOC109630044|LOC109630044,0,0,0,0,0
gene-LOC109630166|LOC109630166,0,0,0,0,0
gene-LOC109630045|LOC109630045,0,0,0,0,0
gene-LOC109630048|LOC109630048,0,0,5,0,3
gene-mab21l1|mab21l1,0,3,2,0,3
gene-LOC109630132|LOC109630132,0,0,0,10,0
gene-p4ha3|p4ha3,0,0,0,0,0
gene-LOC109630406|LOC109630406,0,0,0,0,0
gene-LOC109630175|LOC109630175,0,0,0,0,0
gene-LOC109629972|LOC109629972,0,0,0,0,0
gene-trnan-guu-3|trnan-guu,0,0,0,0,0
gene-trnan-guu-4|trnan-guu,0,0,0,0,0
gene-trnan-guu-5|trnan-guu,0,0,0,0,0
gene-LOC109630051|LOC109630051,0,0,0,0,0
gene-LOC109630052|LOC109630052,0,0,0,0,0
gene-LOC109630337|LOC109630337,0,0,0,0,0
gene-LOC109629976|LOC109629976,0,0,0,0,0
gene-LOC109629977|LOC109629977,0,0,0,0,0
gene-pih1d2|pih1d2,0,0,0,0,0
gene-tmprss5|tmprss5,0,0,0,0,0
gene-LOC109630162|LOC109630162,0,0,0,0,0
gene-LOC109630184|LOC109630184,0,0,0,0,0
gene-LOC109630058|LOC109630058,0,0,0,0,0
gene-trnap-cgg-2|trnap-cgg,0,0,0,0,0
gene-trnap-agg-2|trnap-agg,0,0,0,0,0
gene-LOC109630060|LOC109630060,0,0,0,0,0
gene-LOC109630061|LOC109630061,0,0,0,0,0
gene-LOC109630062|LOC109630062,0,0,0,0,0
gene-LOC109630063|LOC109630063,0,0,0,0,0
gene-LOC109630065|LOC109630065,0,0,0,0,0
gene-LOC109630066|LOC109630066,0,0,0,0,0
gene-LOC109630107|LOC109630107,0,0,0,0,0
gene-LOC109630109|LOC109630109,0,0,0,0,0
gene-LOC109630108|LOC109630108,0,0,0,0,0
gene-LOC109630110|LOC109630110,0,0,0,0,0
gene-LOC109630106|LOC109630106,0,0,0,0,0
gene-LOC109630111|LOC109630111,0,0,0,0,0
gene-LOC109630105|LOC109630105,0,0,0,0,0
gene-igsf10|igsf10,0,0,0,0,0
gene-LOC109630069|LOC109630069,0,0,0,0,0
gene-LOC109630070|LOC109630070,0,0,0,0,0
gene-LOC109630380|LOC109630380,0,0,0,0,0
gene-arl14|arl14,0,0,0,0,0
gene-sptssb|sptssb,0,0,0,0,0
gene-otol1|otol1,0,0,0,0,0
gene-LOC109630101|LOC109630101,0,0,0,0,0
gene-trnat-agu-4|trnat-agu,0,0,0,0,0
gene-LOC109630120|LOC109630120,0,5,92,5,17
gene-npas1|npas1,0,0,0,0,0
gene-LOC109630181|LOC109630181,0,0,0,0,0
gene-LOC109629989|LOC109629989,0,0,7,0,0
gene-dscaml1|dscaml1,0,9,0,0,0
gene-shox2|shox2,0,0,0,0,0
gene-ttc12|ttc12,0,0,0,0,0
gene-ankk1|ankk1,0,0,0,0,0
gene-drd2|drd2,0,0,0,0,0
gene-scn3b|scn3b,0,0,0,0,0
gene-LOC109629949|LOC109629949,0,0,0,0,0
gene-LOC109630089|LOC109630089,0,0,0,0,0
gene-pde9a|pde9a,0,0,0,0,0
gene-tmem136|tmem136,0,0,0,0,0
gene-LOC109630401|LOC109630401,0,0,0,0,0
gene-phkg1|phkg1,0,0,0,10,0
gene-LOC109630192|LOC109630192,0,0,0,0,0
gene-trnav-cac-3|trnav-cac,0,0,0,0,0
gene-unc119|unc119,0,0,0,0,0
gene-foxn1|foxn1,0,0,0,0,0
gene-LOC109630142|LOC109630142,0,0,0,0,0
gene-LOC109630156|LOC109630156,0,0,0,0,0
gene-aipl1|aipl1,0,0,0,0,0
gene-LOC109630130|LOC109630130,0,0,0,0,0
gene-LOC109630131|LOC109630131,0,0,0,0,0
gene-trnat-agu-5|trnat-agu,0,0,0,0,0
gene-sln|sln,0,0,0,0,0
gene-LOC109630710|LOC109630710,0,0,0,0,0
gene-wnt10b|wnt10b,0,0,0,0,0
gene-wnt1|wnt1,0,0,0,0,0
gene-LOC109630709|LOC109630709,0,0,0,0,0
gene-LOC109630529|LOC109630529,0,0,0,0,0
gene-tac3|tac3,0,0,0,0,0
gene-LOC109630673|LOC109630673,0,0,0,0,0
gene-LOC109630637|LOC109630637,0,0,0,0,0
gene-cacna1s|cacna1s,0,0,0,5,0
