gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-med17,282,231,174,86,311
gene-med18,13,7,22,18,30
gene-med19,228,180,289,173,177
gene-med20,28,31,48,25,55
gene-med21,44,50,123,127,56
gene-med22,104,93,137,35,134
gene-med23,42,26,87,12,80
gene-med24,230,157,96,86,148
gene-med25,146,125,121,41,129
gene-med27,29,19,27,18,17
gene-med28,29,18,30,21,33
gene-med29,50,64,59,35,58
gene-med30,95,72,122,52,83
gene-med31,206,158,242,108,224
gene-med4,50,63,127,100,52
gene-med6,47,32,60,17,52
gene-med7,37,54,75,21,61
gene-med8,235,151,167,183,203
gene-med9,35,23,33,14,22
gene-medag,2,2,116,0,40
gene-mef2a,33,32,75,56,39
gene-mef2b,6,6,2,0,4
gene-mef2c,62,69,40,25,62
gene-mef2d,353,305,395,208,365
gene-megf10,4,12,0,12,8
gene-megf11,0,0,0,0,0
gene-megf6,34,58,48,46,37
gene-megf8,411,497,362,261,449
gene-mei1,0,0,0,0,4
gene-mei4,0,0,0,0,0
gene-meig1,9,4,4,7,2
gene-meiob,2,0,0,2,2
gene-meioc,96,78,108,76,83
gene-meis1,330,340,146,116,245
gene-meis2,24,34,14,4,36
gene-melk,1,0,14,2,8
gene-meltf,61,89,74,153,111
gene-memo1,122,130,134,60,109
gene-men1,56,57,86,42,34
gene-meox1,4,8,11,4,6
gene-mesdc1,104,64,123,105,63
gene-mesdc2,325,252,911,358,478
gene-mest,300,372,321,339,254
gene-met,495,806,510,456,669
gene-metap1,496,441,575,410,519
gene-metap1d,135,88,118,73,141
gene-metrn,14,14,21,10,12
gene-metrnl,67,70,104,66,74
gene-mettl1,24,18,81,18,25
gene-mettl10,208,140,161,95,157
gene-mettl11b,0,0,0,0,0
gene-mettl12,34,14,46,18,44
gene-mettl13,36,38,95,33,41
gene-mettl14,40,17,52,16,76
gene-mettl15,26,45,90,35,52
gene-mettl16,84,79,101,29,114
gene-mettl17,61,47,47,28,86
gene-mettl18,76,76,93,22,110
gene-mettl21a,162,134,224,218,123
gene-mettl21b,37,40,148,69,53
gene-mettl22,111,88,98,74,88
gene-mettl23,59,54,112,114,81
gene-mettl24,2,2,2,10,2
gene-mettl25,57,68,62,81,36
gene-mettl26,136,61,128,94,121
gene-mettl3,221,185,287,236,212
gene-mettl4,13,25,32,23,31
gene-mettl5,65,59,73,44,60
gene-mettl6,69,37,50,23,63
gene-mettl8,32,16,42,8,22
gene-mettl9,140,121,416,134,225
gene-mex3a,4,2,0,6,7
gene-mex3b,2,2,4,4,2
gene-mfap1,427,328,492,278,390
gene-mfap2,18,20,8,10,12
gene-mfap3l,740,661,686,441,788
gene-mfap5,18,36,10,32,15
gene-mff,58,40,91,36,46
gene-mfhas1,130,103,76,74,92
gene-mfn1,168,115,168,168,139
gene-mfn2,318,351,442,318,325
gene-mfrp,1615,1990,1941,947,1671
gene-mfsd1,202,177,209,83,157
gene-mfsd10,12,14,206,21,92
gene-mfsd12,233,238,493,230,341
gene-mfsd13a,141,144,635,936,235
gene-mfsd14a,315,267,385,180,447
gene-mfsd2a,263,432,91,128,193
gene-mfsd3,159,191,213,141,200
gene-mfsd4a,0,0,0,1,0
gene-mfsd5,77,79,116,27,115
gene-mfsd6l,53,58,67,27,87
gene-mfsd8,845,944,765,653,647
gene-mfsd9,2,8,22,4,4
gene-mgat1,516,570,871,626,731
gene-mgat2,317,257,176,174,227
gene-mgat3,2,10,23,8,6
gene-mgat4a,272,302,317,183,349
gene-mgat4c,0,0,0,0,0
gene-mgat5,69,51,83,65,68
gene-mgea5,290,117,49,59,225
gene-mgll,2346,1812,1842,909,2677
gene-mgme1,69,67,133,89,141
gene-mgmt,20,25,28,19,10
gene-mgp,50,59,76,66,37
gene-mgrn1,523,509,851,445,567
gene-mgst1,1647,1558,990,1134,919
gene-mgst3,383,339,390,367,434
gene-mia,22,12,2,20,24
gene-mia2,1035,940,1129,820,1162
gene-mia3,561,532,1051,611,644
gene-mib1,248,231,333,170,244
gene-mib2,833,792,890,721,786
gene-mical2,171,87,197,78,219
gene-mical3,203,173,170,159,114
gene-micalcl,12,9,17,5,12
gene-micall1,195,163,207,164,259
gene-micall2,23,28,29,0,20
gene-micu1,420,427,566,420,427
gene-micu2,420,337,592,429,512
gene-micu3,0,3,4,2,0
gene-mid2,13,14,32,18,43
gene-mier1,136,137,126,109,139
gene-mier3,97,110,128,121,75
gene-mif,213,220,224,160,154
gene-mif4gd,82,55,99,70,66
gene-miga1,76,60,243,103,101
gene-miga2,95,97,245,562,129
gene-miip,7,2,5,0,8
gene-mindy2,118,159,173,118,89
gene-mindy3,29,13,56,4,32
gene-mindy4,27,50,18,14,31
gene-mink1,273,247,240,147,279
gene-minos1,352,154,356,219,249
gene-mios,183,190,308,177,167
gene-miox,11335,7468,7163,8225,5711
gene-mipep,54,46,207,52,114
gene-mipol1,34,27,45,16,46
gene-mis12,0,2,6,0,6
gene-mis18a,8,8,19,0,28
gene-mis18bp1,0,2,12,4,8
gene-misp,704,468,319,225,541
gene-misp3,37,4,28,2,6
gene-mitd1,25,18,22,2,36
gene-mki67,5,8,33,0,46
gene-mkks,0,2,2,0,3
gene-mkln1,231,188,243,126,209
gene-mknk1,93,104,528,1061,420
gene-mknk2,4668,7524,9927,37424,3683
gene-mkrn1,283,257,301,283,213
gene-mkrn2,196,132,215,185,158
gene-mks1,14,7,18,14,6
gene-mkx,0,0,0,8,0
gene-mlana,1,2,1,0,0
gene-mlc1,0,0,0,0,0
gene-mlec,178,198,643,188,383
gene-mlf1,6,6,0,2,4
gene-mlf2,292,265,282,532,345
gene-mlh1,136,72,39,55,60
gene-mlh3,87,50,68,32,80
gene-mlip,52,66,28,15,61
gene-mlkl,5,8,16,4,11
gene-mllt1,49,39,69,26,68
gene-mllt10,97,101,112,81,81
gene-mllt11,4,1,15,10,2
gene-mllt3,27,12,50,30,36
gene-mllt6,173,162,177,114,167
gene-mlst8,123,102,123,75,133
gene-mlx,99,81,78,36,109
gene-mlxip,284,227,412,172,247
gene-mlycd,328,222,307,222,257
gene-mmaa,43,40,52,22,55
gene-mmab,40,44,33,24,40
gene-mmachc,44,33,64,17,47
gene-mmadhc,65,42,53,25,65
gene-mmd,281,158,308,820,335
gene-mme,14,25,14,14,20
gene-mmel1,2,8,3,4,0
gene-mmgt1,243,231,362,164,326
gene-mmp11,31,19,25,7,6
gene-mmp15,89,48,203,113,68
gene-mmp17,10,6,10,10,22
gene-mmp2,91,163,105,123,142
gene-mmp21,2,0,0,0,0
gene-mmp23b,10,8,2,4,4
gene-mmp9,53,45,228,60,914
gene-mms19,127,130,181,134,171
gene-mms22l,2,4,10,4,9
gene-mn1,54,33,39,12,59
gene-mnat1,52,31,33,12,25
gene-mnd1,8,16,26,8,18
gene-mns1,58,49,25,34,59
gene-mnx1,9,15,11,5,6
gene-mob2,201,261,173,170,197
gene-mob3c,8,2,18,18,21
gene-mocos,198,148,71,138,94
gene-mocs1,703,586,552,317,711
gene-mocs3,103,97,168,127,84
gene-mogat2,482,479,577,455,356
gene-mogs,83,54,293,80,302
gene-mok,8,20,12,14,18
gene-mon1a,67,62,111,29,108
gene-mon1b,70,46,85,40,56
gene-mon2,731,691,941,460,872
gene-morc2,348,279,408,144,294
gene-morc3,58,29,36,25,49
gene-morf4l1,93,61,55,66,43
gene-morn2,17,4,15,4,13
gene-morn3,2,2,4,0,0
gene-morn5,7,0,0,1,0
gene-mos,38,33,29,8,16
gene-mospd1,193,117,123,56,134
gene-mospd2,161,145,296,99,259
gene-mov10l1,2,0,4,0,2
gene-mpc1,804,757,1300,898,958
gene-mpc2,1882,1159,1298,922,943
gene-mpdu1,223,228,556,288,377
gene-mpdz,566,532,467,373,480
gene-mpeg1,35,39,360,53,85
gene-mpg,40,23,47,20,41
gene-mphosph10,126,68,181,116,145
gene-mphosph6,82,63,131,65,65
gene-mphosph8,326,236,218,149,218
gene-mphosph9,50,58,40,29,72
gene-mpi,161,191,314,84,184
gene-mpl,21,24,20,4,13
gene-mpnd,32,30,25,18,30
gene-mpp1,1575,1130,1416,718,1170
gene-mpp2,13,10,8,0,8
gene-mpp3,2,2,0,2,0
gene-mpp5,34,24,14,4,19
gene-mpp7,73,44,56,62,46
gene-mppe1,0,0,0,0,0
gene-mpped1,0,0,0,0,0
gene-mpv17,186,98,145,100,113
gene-mpv17l,79,135,107,540,92
gene-mpv17l2,7,3,8,2,14
gene-mpz,0,0,0,4,0
gene-mpzl1,58,90,93,52,86
gene-mpzl2,41,46,53,10,43
gene-mpzl3,162,116,130,114,160
gene-mras,79,61,121,47,67
gene-mrc1,6,15,4,2,10
gene-mrc2,12,2,22,12,27
gene-mre11,299,207,253,176,189
gene-mri1,11,36,18,17,17
gene-mrm1,16,19,34,10,16
gene-mrm2,4,8,20,46,10
gene-mrm3,31,22,42,16,36
gene-mroh1,202,226,318,60,172
gene-mrpl1,46,27,50,34,61
gene-mrpl10,104,89,125,123,70
gene-mrpl11,10,8,36,7,26
gene-mrpl12,52,55,109,93,76
gene-mrpl13,34,8,62,21,44
gene-mrpl14,77,61,36,45,68
gene-mrpl15,177,122,147,87,114
gene-mrpl16,112,88,183,91,145
gene-mrpl17,97,64,106,63,89
gene-mrpl18,141,94,262,158,193
gene-mrpl19,210,131,205,156,176
gene-mrpl20,48,53,97,92,49
gene-mrpl21,82,88,98,62,92
gene-mrpl22,55,37,95,25,51
gene-mrpl23,164,163,131,76,183
gene-mrpl24,95,93,125,57,114
gene-mrpl27,61,54,62,49,84
gene-mrpl3,165,124,189,170,229
gene-mrpl30,46,24,71,32,66
gene-mrpl32,76,64,106,69,69
gene-mrpl33,211,116,307,122,189
gene-mrpl34,41,42,71,23,46
gene-mrpl35,37,42,65,34,52
gene-mrpl37,60,79,118,81,112
gene-mrpl38,20,15,51,112,39
gene-mrpl4,96,90,173,96,140
gene-mrpl40,53,37,48,26,52
gene-mrpl41,69,51,77,37,98
gene-mrpl42,32,18,23,24,24
gene-mrpl43,263,148,299,222,257
gene-mrpl44,104,86,130,70,102
gene-mrpl45,96,76,97,53,77
gene-mrpl46,51,55,72,43,42
gene-mrpl47,36,22,66,19,58
gene-mrpl48,45,32,47,26,37
gene-mrpl49,90,91,103,57,69
gene-mrpl51,120,71,117,89,81
gene-mrpl52,14,5,19,4,8
gene-mrpl53,56,40,109,46,39
gene-mrpl54,69,55,86,47,61
gene-mrpl55,396,382,384,344,372
gene-mrpl57,115,56,81,30,95
gene-mrpl58,6,2,2,20,5
gene-mrpl9,41,30,92,32,71
gene-mrps10,13,10,20,9,16
gene-mrps11,105,78,87,42,119
gene-mrps12,61,52,110,88,89
gene-mrps14,119,59,123,80,101
gene-mrps15,40,56,102,66,56
gene-mrps16,370,253,343,296,353
gene-mrps17,28,8,14,6,38
gene-mrps18a,110,72,105,83,74
gene-mrps18b,139,105,158,70,135
gene-mrps18c,102,89,139,88,128
gene-mrps2,74,70,124,88,74
gene-mrps21,78,51,157,48,103
gene-mrps22,83,76,73,50,72
gene-mrps23,178,147,278,222,159
gene-mrps24,83,46,79,38,80
gene-mrps25,50,68,98,50,95
gene-mrps26,48,34,104,59,109
gene-mrps27,52,48,92,69,82
gene-mrps28,269,195,360,242,195
gene-mrps30,78,61,139,85,87
gene-mrps31,70,37,91,43,114
gene-mrps33,121,83,146,166,131
gene-mrps35,81,81,101,78,89
gene-mrps36,213,161,246,415,216
gene-mrps5,217,121,206,88,139
gene-mrps6,34,45,101,52,66
gene-mrps7,46,39,113,55,73
gene-mrps9,112,66,111,69,120
gene-mrrf,59,33,83,50,62
gene-mrs2,183,147,203,106,133
gene-mrto4,397,282,409,321,358
gene-mrvi1,22,24,19,13,4
gene-msantd1,2,0,6,21,0
gene-msantd2,20,33,13,41,21
gene-msantd4,15,12,2,2,8
gene-msc,0,0,0,2,0
gene-msgn1,0,2,12,6,14
gene-msh2,7,12,9,3,11
gene-msh3,105,100,66,59,103
gene-msh4,2,4,6,4,0
gene-msh5,10,7,3,0,0
gene-msh6,44,53,63,20,47
gene-msl1,292,227,257,203,226
gene-msl3,268,223,161,126,281
gene-msmb,0,0,2,0,2
gene-msmo1,1012,844,931,815,454
gene-msmp,15,12,20,4,16
gene-msn,399,389,1035,440,808
gene-msrb2,288,188,184,147,181
gene-msrb3,221,216,204,211,180
gene-mst1r,4,4,0,0,4
gene-mstn,0,0,2,0,0
gene-msto1,120,106,98,97,169
gene-msx1,0,2,0,6,0
gene-mta1,17,23,31,10,24
gene-mtap,62,45,66,21,55
gene-mtbp,7,6,19,6,8
gene-mtch1,26,22,40,17,16
gene-mtch2,589,434,612,416,491
gene-mtdh,502,608,659,447,668
gene-mterf1,8,14,27,8,20
gene-mterf2,38,22,55,44,60
gene-mterf3,18,20,98,35,48
gene-mtf1,103,81,124,163,69
gene-mtf2,145,86,64,38,144
gene-mtfmt,17,8,38,16,42
gene-mtfp1,59,47,154,72,151
gene-mtfr1,200,190,197,160,179
gene-mtfr1l,98,77,110,77,82
gene-mtfr2,4,2,6,0,8
gene-mtg1,159,173,213,133,204
gene-mthfd1l,12,30,107,66,56
gene-mthfd2,78,81,223,416,91
gene-mthfs,1266,1080,1345,1131,1078
gene-mthfsd,942,877,785,599,641
gene-mtif3,16,6,19,8,10
gene-mtm1,89,71,87,45,69
gene-mtmr10,247,291,350,155,272
gene-mtmr14,911,940,628,461,790
gene-mtmr2,51,29,98,20,105
gene-mtmr3,723,706,588,418,423
gene-mtmr4,301,253,596,263,294
gene-mtmr6,146,102,241,103,186
gene-mtmr7,97,123,53,34,45
gene-mtmr9,196,154,146,77,179
gene-mto1,36,27,42,30,47
gene-mtor,111,120,115,73,111
gene-mtpap,82,69,91,54,61
gene-mtpn,582,596,818,358,639
gene-mtr,396,468,740,495,383
gene-mtrf1,63,46,111,43,42
gene-mtrf1l,10,13,28,7,23
gene-mtrr,83,66,192,181,130
gene-mttp,1065,911,1627,870,1098
gene-mturn,5,12,6,6,1
gene-mtus1,924,776,901,697,724
gene-mtx2,166,152,236,109,209
gene-mtx3,62,63,83,33,56
gene-muc13,0,0,0,0,0
gene-muc15,0,0,2,0,2
gene-mul1,72,61,105,72,101
gene-mus81,28,13,10,8,23
gene-mut,647,506,493,311,483
gene-mutyh,2,6,17,8,6
gene-mvb12a,157,156,360,196,166
gene-mvb12b,119,78,80,48,80
gene-mvd,97,48,146,169,79
gene-mvk,51,48,72,32,43
gene-mx1,19,12,34,14,42
gene-mxd1,216,114,344,129,156
gene-mxd4,197,133,158,112,127
gene-mxi1,123,82,133,72,87
gene-mxra5,6,10,4,4,6
gene-myadm,418,502,530,626,533
gene-myb,10,2,2,8,2
gene-mybbp1a,369,258,428,312,471
gene-mybl1,0,0,0,2,2
gene-mybl2,2,6,15,4,15
gene-mybpc1,6,18,9,10,5
gene-mybpc3,2,4,2,4,0
gene-myc,59,29,31,86,14
gene-mycbp2,919,830,1106,623,868
gene-mycbpap,2,0,0,0,1
gene-myct1,40,35,43,37,33
gene-myd88,146,146,301,162,177
gene-mydgf,1032,919,2207,1133,1904
gene-myef2,396,356,479,325,347
gene-myf5,0,0,0,0,0
gene-myf6,0,0,0,0,0
gene-myh11,90,117,254,119,164
gene-myl7,0,0,0,2,0
gene-mylip,34,10,56,152,31
gene-mylk,112,139,206,118,144
gene-mylk4,0,0,0,0,0
gene-mylpf,9,65,14,113,30
gene-myo15b,6,0,8,4,0
gene-myo16,10,12,30,2,34
gene-myo18a,668,643,681,343,623
gene-myo18b,0,2,0,2,0
gene-myo19,67,98,71,52,100
gene-myo1b,1174,1082,1318,860,871
gene-myo1c,706,646,663,333,667
gene-myo1d,105,115,83,94,84
gene-myo3a,0,2,0,2,0
gene-myo3b,2,4,0,1,0
gene-myo5a,2,0,0,1,0
gene-myo5c,260,199,141,100,194
gene-myo6,23,8,33,0,27
gene-myo7a,0,1,0,2,0
gene-myo9b,251,236,245,94,223
gene-myoc,2,0,0,8,0
gene-myocd,6,8,6,6,14
gene-myom1,2,0,11,12,0
gene-mypn,0,0,5,30,2
gene-myrf,14,35,26,38,28
gene-mysm1,53,46,40,34,49
gene-myt1,0,2,4,0,2
gene-myt1l,0,0,0,0,0
gene-mzt1,111,91,72,36,73
gene-n4bp1,58,61,148,77,78
gene-n4bp2,230,216,293,163,153
gene-n6amt1,128,121,144,91,104
gene-naa10,1245,1020,910,913,1003
gene-naa20,97,129,161,84,148
gene-naa25,210,177,254,122,210
gene-naa30,90,113,213,78,114
gene-naa35,156,119,152,84,167
gene-naa38,61,39,85,59,43
gene-naa40,105,158,229,88,169
gene-naa50,520,383,679,358,593
gene-naaa,871,765,1000,1001,708
gene-naaladl1,13,17,42,13,28
gene-naaladl2,0,0,0,0,0
gene-nab1,32,17,25,83,6
gene-nab2,0,0,2,4,0
gene-naca,13257,8440,10408,11791,10418
gene-nadk,423,453,991,521,571
gene-nadsyn1,91,90,95,62,89
gene-nae1,85,58,64,36,78
gene-naf1,44,20,65,1,54
gene-naga,727,797,971,744,739
gene-nagk,210,126,287,152,223
gene-naglu,32,71,40,29,40
gene-nags,126,131,130,97,99
gene-nalcn,12,11,8,4,14
gene-nampt,374,280,417,247,199
gene-nanos3,0,0,0,0,0
gene-nanp,26,23,36,7,26
gene-nap1l1,4264,3103,3099,2932,4007
gene-napa,427,387,690,367,479
gene-napepld,214,143,224,158,207
gene-napg,118,99,146,92,135
gene-naprt,38,25,38,25,63
gene-narf,50,35,143,90,76
gene-narfl,160,93,244,113,149
gene-nars,1126,792,1894,937,1027
gene-nars2,18,25,30,6,35
gene-nat10,89,83,154,72,164
gene-nat14,10,4,10,5,12
gene-nat16,0,0,0,0,0
gene-nat8l,0,0,0,0,0
gene-nat9,183,120,339,192,275
gene-natd1,249,131,123,84,187
gene-nav3,45,76,40,57,58
gene-naxd,983,813,2178,966,1817
gene-naxe,390,384,356,313,339
gene-nbas,134,145,197,139,144
gene-nbeal1,260,303,315,154,283
gene-nbeal2,125,130,163,129,150
gene-nbl1,5,11,10,7,10
gene-nbn,307,218,169,82,190
gene-ncam2,0,0,0,2,0
gene-ncan,0,2,0,0,0
gene-ncapd2,92,73,38,30,62
gene-ncapd3,4,0,8,4,4
gene-ncapg,6,5,11,4,8
gene-ncapg2,3,7,10,0,12
gene-ncaph,0,4,14,4,6
gene-ncaph2,29,28,12,8,29
gene-ncbp1,36,74,108,61,75
gene-ncbp2,160,104,195,137,135
gene-ncbp3,123,107,171,117,159
gene-nccrp1,32,50,46,30,52
gene-ncdn,159,111,223,56,227
gene-ncf1,20,27,35,12,39
gene-ncf2,8,29,75,28,70
gene-ncf4,12,22,48,14,31
gene-nck1,296,301,405,356,437
gene-nck2,6,13,21,11,16
gene-nckap1,499,446,472,211,501
gene-nckap1l,40,62,134,12,92
gene-nckipsd,75,53,81,54,66
gene-ncl,6358,5864,4762,3550,4954
gene-ncln,405,374,404,253,507
gene-ncmap,9,10,6,22,2
gene-ncoa1,19,12,20,50,2
gene-ncoa2,370,344,281,162,273
gene-ncoa3,199,176,209,106,169
gene-ncoa4,2484,2417,2672,2587,2557
gene-ncoa5,188,114,220,139,173
gene-ncoa6,364,309,384,181,320
gene-ncoa7,1727,1793,3595,372,1604
gene-ncor1,3171,3974,2371,1361,3413
gene-ncor2,672,626,486,355,616
gene-ncs1,2,0,0,3,4
gene-ncstn,78,105,106,66,122
gene-ndc1,55,26,52,59,44
gene-ndc80,0,2,6,0,6
gene-nde1,33,31,49,11,50
gene-ndel1,59,76,173,199,97
gene-ndfip1,1855,1786,1885,1619,1683
gene-ndfip2,4913,5344,5592,4147,4996
gene-ndnf,6,20,15,26,22
gene-ndor1,151,126,182,116,162
gene-ndp,0,0,0,0,0
gene-ndrg1,5925,6059,5955,4126,3706
gene-ndrg3,137,75,178,199,85
gene-ndrg4,0,2,2,7,0
gene-ndst1,705,859,787,495,627
gene-ndst2,225,284,298,158,296
gene-ndufa1,1076,933,1256,1009,1085
gene-ndufa10,475,319,648,418,438
gene-ndufa11,239,187,274,233,176
gene-ndufa12,264,226,287,232,221
gene-ndufa13,511,469,638,494,527
gene-ndufa2,112,127,165,138,130
gene-ndufa4,3593,2852,2906,3410,3025
gene-ndufa5,239,172,167,153,218
gene-ndufa7,89,99,63,65,92
gene-ndufa8,601,455,480,466,568
gene-ndufa9,342,356,464,269,388
gene-ndufab1,847,710,802,623,600
gene-ndufaf1,78,46,143,54,98
gene-ndufaf2,119,77,71,71,89
gene-ndufaf3,13,10,27,5,15
gene-ndufaf4,62,36,87,33,75
gene-ndufaf5,172,142,157,147,194
gene-ndufaf6,50,34,74,55,71
gene-ndufaf7,3,2,3,0,5
gene-ndufaf8,6,8,8,0,11
gene-ndufb1,263,240,322,218,212
gene-ndufb10,385,239,341,272,325
gene-ndufb11,401,306,335,404,338
gene-ndufb2,199,172,230,175,162
gene-ndufb3,602,430,521,479,436
gene-ndufb4,386,307,330,292,329
gene-ndufb5,252,256,371,324,330
gene-ndufb6,129,117,151,108,109
gene-ndufb7,218,127,328,170,220
gene-ndufb8,312,251,399,308,255
gene-ndufb9,375,308,431,339,306
gene-ndufc1,132,82,114,87,94
gene-ndufs2,591,414,522,353,485
gene-ndufs3,232,209,428,293,288
gene-ndufs4,248,183,241,188,211
gene-ndufs5,145,85,135,78,118
gene-ndufs6,77,75,135,46,85
gene-ndufs7,482,399,505,383,408
gene-ndufv2,409,337,425,399,365
gene-ndufv3,167,112,151,82,133
gene-neb,7,6,6,18,7
gene-necab1,12,4,0,4,4
gene-necab2,0,0,1,0,4
gene-nectin2,420,500,523,511,529
gene-nectin4,2,1,14,2,12
gene-nedd1,64,88,97,58,96
gene-nedd4,211,219,512,323,291
gene-nedd4l,331,299,422,214,235
gene-nedd9,23,16,25,13,34
gene-nefh,0,0,0,4,0
gene-negr1,16,22,12,15,14
gene-neil1,28,19,22,23,35
gene-neil3,3,15,15,5,16
gene-nek1,39,51,33,18,26
gene-nek10,10,15,10,2,11
gene-nek2,7,2,4,2,8
gene-nek3,28,27,24,6,36
gene-nek4,30,24,95,18,26
gene-nek7,191,143,185,68,141
gene-nek8,18,27,10,6,7
gene-nek9,189,278,345,329,303
gene-nelfa,343,312,245,207,253
gene-nelfb,56,70,55,17,47
gene-nelfcd,182,202,146,85,167
gene-nelfe,225,130,187,72,172
gene-nell1,0,0,0,0,0
gene-nell2,0,4,0,10,6
gene-nemf,323,241,370,172,338
gene-nemp1,14,10,22,7,14
gene-nenf,14,12,32,22,19
gene-neo1,24,24,24,24,14
gene-nepro,68,60,62,43,52
gene-net1,871,686,700,436,621
gene-neto1,0,0,0,0,0
gene-neto2,0,0,0,0,0
gene-neu1,539,622,1157,747,581
gene-neu3,24,32,69,29,46
gene-neurl1b,116,81,102,46,114
gene-neurl2,11,4,83,44,99
gene-neurl4,36,40,109,46,61
gene-neurod1,0,2,0,0,0
gene-neurod2,0,3,4,33,0
gene-neurod6,0,0,0,0,0
gene-nexn,0,1,2,0,0
gene-nf1,314,360,447,347,349
gene-nf2,179,109,182,77,162
gene-nfasc,57,71,64,57,73
gene-nfatc1,10,4,8,4,8
gene-nfatc2ip,68,46,54,74,55
gene-nfatc3,190,94,32,102,158
gene-nfe2l1,182,245,624,668,228
gene-nfe2l2,401,347,647,645,436
gene-nfib,126,109,103,53,95
gene-nfic,76,70,69,26,66
gene-nfil3,522,405,723,1396,544
gene-nfix,2701,2314,2002,1178,2107
gene-nfkbid,0,0,0,0,0
gene-nfkbie,115,99,271,132,142
gene-nfkbil1,51,68,34,22,64
gene-nfrkb,170,140,106,60,162
gene-nfs1,662,555,593,425,565
gene-nfu1,125,122,180,114,126
gene-nfx1,221,193,253,128,272
gene-nfxl1,155,102,192,172,268
gene-nfya,165,150,192,176,113
gene-nfyb,176,104,137,62,242
gene-nfyc,456,425,349,190,424
gene-ngb,5,4,6,2,3
gene-ngdn,202,140,147,71,262
gene-ngef,248,194,242,302,154
gene-ngf,0,0,0,0,0
gene-ngly1,99,113,143,77,89
gene-ngrn,70,57,94,56,79
gene-nhej1,36,31,46,11,19
gene-nhlrc1,0,0,0,0,0
gene-nhlrc2,180,148,133,84,170
gene-nhlrc3,126,136,316,192,224
gene-nhp2,107,94,207,194,155
gene-nhs,145,146,319,97,163
gene-nhsl2,26,47,43,29,48
gene-nicn1,32,51,44,52,17
gene-nid1,371,489,521,276,483
gene-nid2,17,40,20,17,45
gene-nif3l1,73,65,106,35,85
gene-nifk,213,221,379,148,329
gene-nim1k,10,0,2,17,6
gene-nin,23,12,24,6,21
gene-nip7,241,216,215,232,242
gene-nipa1,26,23,42,33,22
gene-nipa2,158,218,278,184,238
gene-nipal2,14,8,10,0,10
gene-nipal3,40,38,32,23,37
gene-nipbl,255,272,322,253,266
gene-nisch,169,192,313,149,191
gene-nit1,303,289,252,135,312
gene-nit2,607,433,502,441,526
gene-nkain1,67,66,59,53,116
gene-nkain2,0,0,0,0,0
gene-nkap,294,192,236,140,282
gene-nkd1,0,2,4,2,0
gene-nkd2,0,2,6,6,4
gene-nkiras1,50,43,53,38,36
gene-nkiras2,255,234,232,139,294
gene-nkpd1,76,84,69,49,88
gene-nkrf,479,502,429,288,432
gene-nktr,560,402,480,229,382
gene-nkx1-1,0,0,0,0,0
gene-nkx1-2,0,0,0,0,0
gene-nkx2-1,0,0,0,0,0
gene-nkx2-2,0,0,0,0,0
gene-nkx2-4,0,0,0,0,0
gene-nkx2-5,0,0,0,2,0
gene-nkx2-8,0,0,0,0,0
gene-nkx3-2,0,0,0,2,0
gene-nkx6-1,217,206,213,517,141
gene-nkx6-2,0,0,0,2,0
gene-nkx6-3,91,56,50,15,38
gene-nle1,141,138,107,115,172
gene-nlgn1,0,0,0,0,0
gene-nlgn2,0,2,4,0,4
gene-nlgn3,0,0,0,0,2
gene-nlgn4x,0,0,2,0,0
gene-nln,107,53,68,42,82
gene-nlrc3,30,28,20,13,6
gene-nlrc5,43,42,51,17,36
gene-nlrx1,376,272,473,188,461
gene-nmd3,586,463,425,421,606
gene-nme6,17,10,14,5,15
gene-nme7,209,236,244,224,209
gene-nmnat1,34,27,34,41,43
gene-nms,411,317,314,345,340
gene-nmt1,577,536,632,246,502
gene-nmu,0,0,0,0,0
gene-nob1,577,398,458,357,484
gene-nobox,0,0,2,0,0
gene-noc2l,107,84,193,74,200
gene-noc3l,15,19,12,21,38
gene-noc4l,130,118,90,68,123
gene-nod1,450,343,486,259,401
gene-nod2,0,8,4,2,10
gene-nodal,0,2,0,2,0
gene-nog,0,2,2,0,0
gene-nol10,111,80,128,79,141
gene-nol11,1495,1134,742,670,1130
gene-nol12,340,229,238,204,227
gene-nol4l,0,3,0,0,0
gene-nol6,80,58,109,38,130
gene-nol7,314,225,292,238,305
gene-nol8,145,112,149,73,183
gene-nol9,93,72,98,63,124
gene-nolc1,185,172,256,368,173
gene-nom1,76,45,79,33,56
gene-nop10,302,251,333,252,342
gene-nop14,98,96,263,77,132
gene-nop16,231,165,226,177,250
gene-nop2,200,162,254,190,229
gene-nop56,1967,1502,1376,1521,1734
gene-nop58,225,204,360,358,359
gene-nop9,67,58,54,76,77
gene-nos1,13,23,17,12,24
gene-nosip,241,181,202,113,198
gene-nostrin,2,4,4,4,1
gene-notch1,120,121,74,23,102
gene-notum,0,0,0,0,0
gene-nov,0,0,1,0,0
gene-nova1,0,0,0,2,0
gene-nox1,8,2,12,3,10
gene-nox4,54,44,26,2,74
gene-noxo1,20,24,24,49,10
gene-noxred1,4,9,4,2,0
gene-npas1,0,0,2,0,2
gene-npas3,0,0,0,0,0
gene-npb,0,4,0,0,0
gene-npc1,730,843,929,583,637
gene-npc1l1,447,548,518,623,474
gene-npc2,1732,1408,2282,1680,1847
gene-npdc1,2,0,0,4,2
gene-npepl1,281,239,275,244,350
